order_id,order_placement_date,customer_id,product_id,order_qty
FJUN880526,"Monday, June 01, 2026",789168,25891277,73
FJUN692662,"Monday, June 01, 2026",789516,25891108,586
FJUN692662,"Monday, June 01, 2026",789168,25891180,507
FJUN728245,"Monday, June 01, 2026",789394,25891613,239
FJUN910127,"Monday, June 01, 2026",789607,25891548,274
FJUN873493,"Monday, June 01, 2026",789605,25891055,199
FJUN944898,"Monday, June 01, 2026",789109,25891122,126
FJUN720443,"Monday, June 01, 2026",789349,25891279,444
FJUN680738,"Monday, June 01, 2026",789514,25891640,501
FJUN235768,"Monday, June 01, 2026",789109,25891056,287
FJUN682183,"Monday, June 01, 2026",789590,25891666,90
FJUN720443,"Monday, June 01, 2026",789922,25891688,474
FJUN682971,"Monday, June 01, 2026",789617,25891056,124
FJUN809784,"Monday, June 01, 2026",789844,25891187,86
FJUN286338,"Monday, June 01, 2026",789100,25891683,51
FJUN480737,"Monday, June 01, 2026",789270,25891627,191
