order_id,order_placement_date,customer_id,product_id,order_qty
FJUN221438,"Friday, June 05, 2026",789769,25891032,240
FJUN595115,"Friday, June 05, 2026",789684,25891321,431
FJUN655604,"Friday, June 05, 2026",789728,25891492,231
FJUN595115,"Friday, June 05, 2026",789358,25891133,524
FJUN610061,"Friday, June 05, 2026",789191,25891025,270
FJUN402885,"Friday, June 05, 2026",789427,25891269,533
FJUN211072,"Friday, June 05, 2026",789710,25891326,441
FJUN655604,"Friday, June 05, 2026",789769,25891443,562
FJUN562839,"Friday, June 05, 2026",789600,25891474,591
FJUN192558,"Friday, June 05, 2026",789806,25891533,65
FJUN340728,"Friday, June 05, 2026",789849,25891589,319
FJUN998456,"Friday, June 05, 2026",789198,25891126,89
FJUN469634,"Friday, June 05, 2026",789302,25891011,256
FJUN998456,"Friday, June 05, 2026",789922,25891412,541
FJUN998456,"Friday, June 05, 2026",789605,25891388,89
FJUN919662,"Friday, June 05, 2026",789704,25891589,431
FJUN546554,"Friday, June 05, 2026",789580,25891239,272
FJUN556910,"Friday, June 05, 2026",789812,25891679,389
FJUN469634,"Friday, June 05, 2026",789811,25891056,324
FJUN527605,"Friday, June 05, 2026",789411,25891263,414
FJUN919662,"Friday, June 05, 2026",789527,25891178,74
FJUN597590,"Friday, June 05, 2026",789726,25891133,238
FJUN340728,"Friday, June 05, 2026",789666,25891247,200
FJUN192558,"Friday, June 05, 2026",789557,25891478,359
FJUN919662,"Friday, June 05, 2026",789548,25891453,72
FJUN546554,"Friday, June 05, 2026",789100,25891406,523
FJUN597590,"Friday, June 05, 2026",789728,25891699,241
FJUN758737,"Friday, June 05, 2026",789109,25891476,475
FJUN929705,"Friday, June 05, 2026",789991,25891255,252
FJUN655604,"Friday, June 05, 2026",789666,25891330,233
FJUN221438,"Friday, June 05, 2026",789527,25891648,536
FJUN919662,"Friday, June 05, 2026",789101,25891548,100
FJUN808536,"Friday, June 05, 2026",789552,25891388,254
FJUN547896,"Friday, June 05, 2026",789557,25891329,179
FJUN814132,"Friday, June 05, 2026",789593,25891352,375
FJUN340728,"Friday, June 05, 2026",789264,25891229,387
FJUN221438,"Friday, June 05, 2026",789698,25891260,162
FJUN814132,"Friday, June 05, 2026",789356,25891478,314
FJUN402885,"Friday, June 05, 2026",789932,25891487,249
FJUN610061,"Friday, June 05, 2026",789223,25891428,459
FJUN230277,"Friday, June 05, 2026",789991,25891373,124
FJUN610061,"Friday, June 05, 2026",789307,25891318,390
FJUN562839,"Friday, June 05, 2026",789162,25891378,102
FJUN527605,"Friday, June 05, 2026",789535,25891263,486
FJUN808536,"Friday, June 05, 2026",789325,25891146,195
FJUN546554,"Friday, June 05, 2026",789690,25891660,401
FJUN743568,"Friday, June 05, 2026",789574,25891143,380
FJUN221438,"Friday, June 05, 2026",789924,25891239,540
FJUN597590,"Friday, June 05, 2026",789394,25891321,480
FJUN230277,"Friday, June 05, 2026",789174,25891242,195
FJUN877100,"Friday, June 05, 2026",789349,25891658,412
FJUN340728,"Friday, June 05, 2026",789698,25891351,166
FJUN808536,"Friday, June 05, 2026",789557,25891386,574
FJUN192558,"Friday, June 05, 2026",789535,25891661,532
FJUN452360,"Friday, June 05, 2026",789356,25891378,504
FJUN562839,"Friday, June 05, 2026",789783,25891676,514
FJUN547896,"Friday, June 05, 2026",789959,25891146,579
FJUN610061,"Friday, June 05, 2026",789994,25891606,190
FJUN402885,"Friday, June 05, 2026",789625,25891618,384
FJUN469179,"Friday, June 05, 2026",789986,25891682,114
FJUN758737,"Friday, June 05, 2026",789276,25891460,48
FJUN527605,"Friday, June 05, 2026",789248,25891239,457
FJUN743568,"Friday, June 05, 2026",789174,25891374,490
FJUN998456,"Friday, June 05, 2026",789296,25891318,118
