order_id,order_placement_date,customer_id,product_id,order_qty
FJUN235746,"Thursday, June 04, 2026",789920,25891052,129
FJUN614880,"Thursday, June 04, 2026",789659,25891224,72
FJUN881584,"Thursday, June 04, 2026",789950,25891571,262
FJUN165007,"Thursday, June 04, 2026",789605,25891172,265
FJUN158657,"Thursday, June 04, 2026",789967,25891619,23
FJUN156840,"Thursday, June 04, 2026",789328,25891148,408
FJUN518631,"Thursday, June 04, 2026",789168,25891088,569
FJUN235746,"Thursday, June 04, 2026",789949,25891383,134
FJUN630236,"Thursday, June 04, 2026",789728,25891640,483
FJUN917484,"Thursday, June 04, 2026",789245,25891502,528
FJUN374237,"Thursday, June 04, 2026",789182,25891618,31
FJUN158657,"Thursday, June 04, 2026",789100,25891339,515
FJUN762931,"Thursday, June 04, 2026",789194,25891582,568
FJUN987543,"Thursday, June 04, 2026",789666,25891603,37
FJUN917484,"Thursday, June 04, 2026",789509,25891526,552
FJUN547051,"Thursday, June 04, 2026",789993,25891606,421
FJUN753391,"Thursday, June 04, 2026",789619,25891600,142
FJUN434899,"Thursday, June 04, 2026",789711,25891481,435
FJUN333254,"Thursday, June 04, 2026",789632,25891068,24
FJUN104392,"Thursday, June 04, 2026",789849,25891613,377
FJUN630236,"Thursday, June 04, 2026",789721,25891626,178
FJUN158657,"Thursday, June 04, 2026",789417,25891526,320
FJUN335686,"Thursday, June 04, 2026",789527,25891630,327
FJUN584570,"Thursday, June 04, 2026",789260,25891626,523
FJUN235746,"Thursday, June 04, 2026",789325,25891034,33
FJUN409621,"Thursday, June 04, 2026",789136,25891587,281
FJUN937586,"Thursday, June 04, 2026",789274,25891516,468
FJUN168870,"Thursday, June 04, 2026",789603,25891234,487
FJUN917484,"Thursday, June 04, 2026",789358,25891229,116
FJUN165007,"Thursday, June 04, 2026",789325,25891525,358
FJUN762931,"Thursday, June 04, 2026",789400,25891068,571
FJUN937586,"Thursday, June 04, 2026",789726,25891007,57
FJUN674704,"Thursday, June 04, 2026",789527,25891586,153
FJUN158657,"Thursday, June 04, 2026",789574,25891627,280
FJUN584570,"Thursday, June 04, 2026",789922,25891219,278
FJUN970179,"Thursday, June 04, 2026",789849,25891082,119
FJUN881584,"Thursday, June 04, 2026",789705,25891072,340
FJUN987543,"Thursday, June 04, 2026",789853,25891586,251
FJUN646367,"Thursday, June 04, 2026",789281,25891699,148
FJUN235746,"Thursday, June 04, 2026",789769,25891516,379
FJUN335686,"Thursday, June 04, 2026",789588,25891638,186
FJUN937586,"Thursday, June 04, 2026",789986,25891340,476
FJUN235746,"Thursday, June 04, 2026",789341,25891612,369
FJUN614880,"Thursday, June 04, 2026",789967,25891388,498
FJUN235746,"Thursday, June 04, 2026",789223,25891330,97
FJUN987543,"Thursday, June 04, 2026",789993,25891384,138
FJUN156840,"Thursday, June 04, 2026",789268,25891247,317
FJUN333254,"Thursday, June 04, 2026",789516,25891699,136
FJUN104392,"Thursday, June 04, 2026",789104,25891279,375
FJUN722643,"Thursday, June 04, 2026",789490,25891344,167
FJUN374237,"Thursday, June 04, 2026",789126,25891480,489
FJUN104392,"Thursday, June 04, 2026",789412,25891560,510
FJUN235746,"Thursday, June 04, 2026",789100,25891525,28
FJUN584570,"Thursday, June 04, 2026",789216,25891260,440
FJUN836564,"Thursday, June 04, 2026",789967,25891226,253
FJUN987543,"Thursday, June 04, 2026",789520,25891025,413
FJUN674704,"Thursday, June 04, 2026",789194,25891032,426
FJUN753391,"Thursday, June 04, 2026",789949,25891326,286
FJUN333254,"Thursday, June 04, 2026",789887,25891111,81
FJUN434899,"Thursday, June 04, 2026",789535,25891516,329
FJUN674704,"Thursday, June 04, 2026",789802,25891567,111
FJUN917484,"Thursday, June 04, 2026",789411,25891495,343
FJUN374237,"Thursday, June 04, 2026",789136,25891516,221
FJUN881584,"Thursday, June 04, 2026",789715,25891667,472
FJUN722643,"Thursday, June 04, 2026",789715,25891254,541
FJUN168870,"Thursday, June 04, 2026",789182,25891201,214
FJUN518631,"Thursday, June 04, 2026",789178,25891306,458
FJUN104392,"Thursday, June 04, 2026",789986,25891606,439
FJUN836564,"Thursday, June 04, 2026",789605,25891371,100
FJUN235746,"Thursday, June 04, 2026",789182,25891262,111
FJUN168870,"Thursday, June 04, 2026",789722,25891324,345
FJUN917484,"Thursday, June 04, 2026",789411,25891126,137
FJUN158657,"Thursday, June 04, 2026",789670,25891694,132
FJUN158657,"Thursday, June 04, 2026",789174,25891180,442
FJUN987543,"Thursday, June 04, 2026",789849,25891146,360
FJUN335686,"Thursday, June 04, 2026",789328,25891665,184
FJUN674704,"Thursday, June 04, 2026",789901,25891271,463
FJUN836564,"Thursday, June 04, 2026",789276,25891627,521
FJUN584570,"Thursday, June 04, 2026",789602,25891365,503
FJUN409621,"Thursday, June 04, 2026",789248,25891603,305
FJUN168870,"Thursday, June 04, 2026",789806,25891600,85
