order_id,order_placement_date,customer_id,product_id,order_qty
FJUN512977,"Tuesday, June 02, 2026",789542,25891406,115
FJUN799022,"Tuesday, June 02, 2026",789378,25891545,128
FJUN413772,"Tuesday, June 02, 2026",789104,25891401,447
FJUN875670,"Tuesday, June 02, 2026",789598,25891452,259
FJUN466421,"Tuesday, June 02, 2026",789781,25891665,29
FJUN912065,"Tuesday, June 02, 2026",789527,25891600,449
FJUN284536,"Tuesday, June 02, 2026",789644,25891094,27
FJUN741779,"Tuesday, June 02, 2026",789194,25891239,573
FJUN912065,"Tuesday, June 02, 2026",789296,25891318,131
FJUN831233,"Tuesday, June 02, 2026",789421,25891401,436
FJUN685741,"Tuesday, June 02, 2026",789520,25891454,204
FJUN831233,"Tuesday, June 02, 2026",789769,25891254,181
FJUN354241,"Tuesday, June 02, 2026",789802,25891052,251
FJUN227464,"Tuesday, June 02, 2026",789349,25891676,576
FJUN512977,"Tuesday, June 02, 2026",789281,25891694,485
FJUN951944,"Tuesday, June 02, 2026",789535,25891219,524
FJUN310865,"Tuesday, June 02, 2026",789967,25891052,315
FJUN466421,"Tuesday, June 02, 2026",789516,25891324,399
FJUN685741,"Tuesday, June 02, 2026",789698,25891460,206
FJUN833348,"Tuesday, June 02, 2026",789991,25891239,295
FJUN413772,"Tuesday, June 02, 2026",789600,25891011,341
FJUN302672,"Tuesday, June 02, 2026",789838,25891324,561
FJUN951944,"Tuesday, June 02, 2026",789533,25891388,102
FJUN685741,"Tuesday, June 02, 2026",789438,25891481,564
FJUN227464,"Tuesday, June 02, 2026",789414,25891219,183
FJUN103575,"Tuesday, June 02, 2026",789240,25891694,339
FJUN284536,"Tuesday, June 02, 2026",789588,25891606,44
FJUN261075,"Tuesday, June 02, 2026",789849,25891481,536
FJUN917762,"Tuesday, June 02, 2026",789216,25891516,465
FJUN512977,"Tuesday, June 02, 2026",789932,25891237,382
FJUN827583,"Tuesday, June 02, 2026",789728,25891545,225
FJUN413772,"Tuesday, June 02, 2026",789598,25891068,398
FJUN917762,"Tuesday, June 02, 2026",789617,25891326,76
FJUN741779,"Tuesday, June 02, 2026",789625,25891271,354
FJUN827583,"Tuesday, June 02, 2026",789527,25891334,54
FJUN512977,"Tuesday, June 02, 2026",789302,25891094,239
FJUN799022,"Tuesday, June 02, 2026",789598,25891134,478
FJUN310865,"Tuesday, June 02, 2026",789753,25891242,216
FJUN831233,"Tuesday, June 02, 2026",789587,25891417,152
FJUN833348,"Tuesday, June 02, 2026",789349,25891581,50
FJUN831233,"Tuesday, June 02, 2026",789922,25891588,179
FJUN741779,"Tuesday, June 02, 2026",789913,25891281,324
FJUN912065,"Tuesday, June 02, 2026",789328,25891229,144
FJUN310865,"Tuesday, June 02, 2026",789659,25891481,156
FJUN984473,"Tuesday, June 02, 2026",789288,25891329,384
FJUN875670,"Tuesday, June 02, 2026",789328,25891454,587
FJUN354241,"Tuesday, June 02, 2026",789412,25891474,415
FJUN678312,"Tuesday, June 02, 2026",789762,25891371,505
FJUN741627,"Tuesday, June 02, 2026",789674,25891599,407
FJUN227464,"Tuesday, June 02, 2026",789770,25891324,517
FJUN799022,"Tuesday, June 02, 2026",789600,25891548,481
FJUN827583,"Tuesday, June 02, 2026",789853,25891340,491
FJUN685741,"Tuesday, June 02, 2026",789100,25891249,158
FJUN284536,"Tuesday, June 02, 2026",789688,25891344,515
FJUN549396,"Tuesday, June 02, 2026",789520,25891324,441
FJUN284536,"Tuesday, June 02, 2026",789438,25891386,584
FJUN354241,"Tuesday, June 02, 2026",789558,25891335,385
FJUN917762,"Tuesday, June 02, 2026",789802,25891085,116
FJUN984473,"Tuesday, June 02, 2026",789600,25891187,598
FJUN512977,"Tuesday, June 02, 2026",789728,25891267,535
FJUN512977,"Tuesday, June 02, 2026",789527,25891612,365
FJUN284536,"Tuesday, June 02, 2026",789603,25891599,456
FJUN799022,"Tuesday, June 02, 2026",789832,25891606,169
FJUN413772,"Tuesday, June 02, 2026",789617,25891663,109
FJUN935582,"Tuesday, June 02, 2026",789588,25891544,335
FJUN984473,"Tuesday, June 02, 2026",789904,25891613,209
FJUN912065,"Tuesday, June 02, 2026",789769,25891042,186
FJUN177812,"Tuesday, June 02, 2026",789932,25891266,452
FJUN302672,"Tuesday, June 02, 2026",789276,25891388,118
FJUN935582,"Tuesday, June 02, 2026",789452,25891082,483
